GeneIds,Gene,TA003_ntCtrl_O2_1,TA003_ntCtrl_O2_2,TA012_ntCtrl_O2,TA020_ntCtrl_O2,TA034_ntCtrl_O2_1,TA034_ntCtrl_O2_2,TA039_ntCtrl_O2,TA003_ntCtrl_RA_1,TA003_ntCtrl_RA_2,TA012_ntCtrl_RA,TA020_ntCtrl_RA,TA034_ntCtrl_RA_1,TA034_ntCtrl_RA_2,TA039_ntCtrl_RA
ENSG00000163902.12,RPN1,6021,4601,3649,5256,4930,5597,5114,6332,7131,6064,5658,5571,5656,5761
ENSG00000277250.1,Metazoa_SRP*34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242551.2,POU5F1P6,1,1,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000075785.14,RAB7A,7903,5671,5324,6772,6583,7291,6715,6586,7316,8088,7657,6903,6879,6445
ENSG00000207130.1,snoRNA*69,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000239503.1,MARK2P8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242992.3,FTH1P4,4,1,2,1,1,5,3,3,1,4,1,1,0,3
ENSG00000244232.3,RN7SL698P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000239483.1,RPS15AP16,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244065.1,MARK2P17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243022.1,MARK3P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000290241.1,lncRNA*2325,0,0,0,0,0,0,0,0,0,0,2,0,0,3
ENSG00000242062.1,MARK2P6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000290242.1,lncRNA*2326,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261159.1,lncRNA*2327,11,15,1,10,0,5,6,7,4,2,2,1,8,10
ENSG00000231305.4,IFT122P3,17,27,1,12,18,21,24,20,16,6,13,14,13,18
ENSG00000250796.1,CIDECP2,0,0,0,0,0,0,1,0,0,0,0,0,1,0
ENSG00000287110.3,ACAD9-DT,10,17,6,28,16,12,12,16,11,10,16,6,7,10
ENSG00000177646.20,ACAD9,1164,1098,740,1302,856,1045,1137,1022,1268,1155,1337,862,916,1050
ENSG00000114656.13,CFAP92,3,16,3,2,5,1,25,33,47,5,8,5,1,2
ENSG00000279507.1,TEC*98,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000114654.8,EFCC1,1,5,0,3,1,1,7,2,3,0,2,2,0,2
ENSG00000249505.1,JMJD4P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000169704.5,GP9,0,0,0,0,0,0,2,0,0,0,0,0,0,0
ENSG00000290001.1,lncRNA*2328,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000172780.17,RAB43,35,54,32,31,39,44,52,86,102,54,76,54,75,53
ENSG00000261796.1,ISY1-RAB43,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000273174.1,lncRNA*2329,3,4,1,5,2,0,5,5,5,2,7,2,4,7
ENSG00000240682.10,ISY1,180,230,158,231,204,244,192,265,271,230,295,211,195,185
ENSG00000288996.2,lncRNA*2330,1,5,1,4,2,1,0,0,4,0,2,2,0,0
ENSG00000273437.1,lncRNA*2331,6,3,6,5,0,0,3,0,4,5,6,3,2,3
ENSG00000169714.17,CNBP,3376,3770,2714,5016,4563,4426,4175,3959,4269,4072,4927,3836,3839,3588
ENSG00000289469.2,lncRNA*2332,10,4,8,6,10,10,12,4,11,3,6,3,7,7
ENSG00000241673.1,RPS27P12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000289351.2,lncRNA*2333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000181789.14,COPG1,4031,3225,2318,4193,2951,3660,3848,3480,4589,4002,3878,3024,3089,3475
ENSG00000278658.1,MIR6826,0,0,0,0,1,0,0,0,0,0,0,0,0,3
ENSG00000286729.1,lncRNA*2334,1,0,0,2,4,11,1,3,3,0,9,6,4,2
ENSG00000183624.14,HMCES,811,888,802,1106,985,1005,908,1235,1455,1112,1438,1265,1200,1022
ENSG00000184897.7,H1-10,1029,2155,1414,1529,2163,2296,2027,2145,2166,1916,2669,2083,1881,1018
ENSG00000206417.8,H1-10-AS1,43,46,15,23,30,17,22,29,32,19,51,21,28,46
ENSG00000248916.1,NUP210P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270492.1,MARK2P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270773.1,MARK2P19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244932.2,IFT122P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000290993.1,lncRNA*2335,104,232,74,161,98,138,187,149,187,156,230,66,97,96
ENSG00000251474.8,RPL32P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207088.1,SNORA7B,3,7,4,1,2,1,4,0,5,3,1,2,0,1
ENSG00000172771.13,EFCAB12,2,162,5,7,3,6,140,179,287,8,11,2,4,6
ENSG00000163913.14,IFT122,197,436,160,245,169,195,423,498,703,270,320,152,174,207
ENSG00000129071.10,MBD4,505,700,446,608,453,501,761,640,919,785,551,426,495,598
ENSG00000163914.5,RHO,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000178804.8,H1-8,0,0,0,0,0,0,0,0,2,0,0,0,0,0
ENSG00000004399.13,PLXND1,352,1205,60,196,161,206,1231,756,1024,106,120,176,151,307
ENSG00000239437.3,RN7SL752P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000248659.1,CARMIL2P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000172765.19,TMCC1,888,615,532,809,683,883,691,830,881,870,813,742,766,803
ENSG00000202412.1,RNY3P13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000283509.1,U6*7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000203644.3,lncRNA*2336,89,80,72,85,102,107,77,105,99,131,123,96,90,74
ENSG00000271270.8,TMCC1-DT,14,25,7,18,7,8,38,29,25,13,26,1,5,6
ENSG00000250643.1,lncRNA*2337,1,15,7,11,4,6,17,4,9,3,24,10,10,4
ENSG00000170893.4,TRH,17,10,1,2,5,15,4,4,1,6,5,12,26,30
ENSG00000248459.1,RPS17P9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000284731.1,unprocessed_pseudogene*155,7,48,4,11,24,32,26,29,29,21,50,24,27,33
ENSG00000249869.1,VPS51P10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000180770.3,OR7E129P,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000251178.1,OR7E21P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251610.2,EVA1CP6,0,0,0,1,2,0,1,1,0,2,1,0,3,0
ENSG00000251287.9,ALG1L2,5,11,3,5,14,10,3,3,6,6,8,19,14,12
ENSG00000248243.1,LINC02014,14,24,8,22,22,39,11,15,37,19,27,45,36,16
ENSG00000291081.1,lncRNA*2338,12,23,9,16,7,18,26,17,13,17,17,3,4,12
ENSG00000253540.8,FAM86HP,2,0,0,0,0,0,8,0,1,0,0,0,0,0
ENSG00000249846.7,LINC02021,3,37,1,21,11,9,30,11,18,8,21,10,7,7
ENSG00000248618.1,ENPP7P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000288111.2,lncRNA*2339,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000250580.1,SNRPCP8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228252.9,COL6A4P2,0,2,4,5,1,2,3,3,4,5,4,0,0,0
ENSG00000249253.1,ATP5MC2P5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000172752.16,COL6A5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206384.11,COL6A6,0,2,0,0,0,0,0,0,0,0,3,1,0,1
ENSG00000196455.8,PIK3R4,517,455,387,702,535,607,434,522,716,756,620,487,497,543
ENSG00000222783.1,RN7SKP212,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000285631.1,lncRNA*2340,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000232829.3,GSTO3P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000017260.20,ATP2C1,2823,1864,1476,2231,1832,2131,2182,2187,2760,2910,1805,1621,1795,2672
ENSG00000284095.1,TEC*99,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000250592.1,lncRNA*2341,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000252894.2,Y_RNA*165,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249098.1,CSRP2P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251579.1,processed_pseudogene*559,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000034533.12,ASTE1,81,104,64,181,109,107,110,100,128,100,163,104,107,77
ENSG00000114670.14,NEK11,217,209,95,56,98,133,234,348,383,156,84,128,138,171
ENSG00000250129.5,lncRNA*2342,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000201550.1,RNU6-726P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250608.2,NUDT16-DT,4,15,6,11,4,7,14,8,8,11,5,4,3,13
ENSG00000246082.4,NUDT16L2P,126,100,64,50,81,78,98,99,128,118,62,94,92,79
ENSG00000198585.12,NUDT16,643,1033,678,960,730,829,1059,1442,1706,1204,1041,798,936,1085
ENSG00000261167.1,lncRNA*2343,31,41,24,48,23,52,42,52,47,36,47,30,28,28
ENSG00000114686.9,MRPL3,1645,1601,1070,1916,1863,1664,1778,1743,1942,1791,1848,1744,1680,1500
ENSG00000249020.1,SNORA58,5,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000248468.2,lncRNA*2344,0,4,0,0,1,0,0,0,0,1,1,0,0,1
ENSG00000248530.1,BCL2L12P1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
ENSG00000196353.13,CPNE4,291,33,76,50,110,88,35,69,145,174,93,133,118,272
ENSG00000251447.1,unprocessed_pseudogene*156,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000289118.1,lncRNA*2345,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000265859.1,MIR5704,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240854.1,PSMC2P1,1,0,0,0,2,0,2,0,2,0,1,0,3,0
ENSG00000242899.1,RPL7P16,0,0,0,1,0,0,1,1,1,0,3,0,0,1
ENSG00000014257.17,ACP3,62,145,48,267,185,183,150,117,140,81,247,153,171,38
ENSG00000240890.2,G2E3P1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
ENSG00000213264.3,NIP7P2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000138246.17,DNAJC13,1183,887,782,1606,1132,1333,1078,1073,1397,1558,1405,1100,1093,1182
ENSG00000240303.8,ACAD11,20,20,26,29,9,11,19,25,32,31,23,6,19,19
ENSG00000274810.4,NPHP3-ACAD11,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000129048.7,ACKR4,3,18,2,6,15,9,11,20,17,1,7,7,10,8
ENSG00000251614.1,HSPA8P19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000081307.15,UBA5,752,833,612,767,812,954,787,897,1216,1016,943,804,762,936
ENSG00000113971.21,NPHP3,104,139,80,107,55,66,99,110,156,124,116,52,60,79
ENSG00000248724.6,NPHP3-AS1,2,2,0,0,0,0,0,0,1,0,1,1,1,1
ENSG00000249725.1,lncRNA*2346,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000144868.14,TMEM108,1,2,0,0,0,1,0,0,1,0,0,0,1,0
ENSG00000251011.6,TMEM108-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000170819.5,BFSP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249820.1,AFF4P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249993.1,BFSP2-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000214301.4,MAF1P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000272832.1,lncRNA*2347,0,1,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000250983.1,FAM76AP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000201827.1,snoRNA*70,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000091527.17,CDV3,3576,3187,2588,3238,3240,3826,3335,3369,4079,4376,3062,2783,3020,3591
ENSG00000163781.14,TOPBP1,454,490,467,834,547,554,551,603,735,746,803,487,555,506
ENSG00000291042.1,lncRNA*2348,4,1,0,2,0,0,4,0,1,0,1,0,2,0
ENSG00000252641.2,RNU6-678P,0,1,0,1,0,0,2,0,0,0,1,0,0,1
ENSG00000242337.8,INHCAP,0,0,0,3,0,0,0,0,0,0,0,0,0,0
ENSG00000201394.1,RNA5SP140,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000091513.16,TF,38,69,18,15,29,28,62,243,359,171,74,118,135,155
ENSG00000244062.1,ACSL3P1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000144867.13,SRPRB,1039,927,520,924,776,838,1121,1244,1382,1022,1165,913,965,1094
ENSG00000285908.1,lncRNA*2349,0,0,0,1,0,0,0,0,1,0,1,0,0,0
ENSG00000154917.11,RAB6B,103,0,10,2,3,4,4,12,7,14,1,6,10,88
ENSG00000288547.3,C3orf36,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000174640.15,SLCO2A1,21,0,5,0,1,1,0,4,10,16,1,7,4,33
ENSG00000243832.1,LINC02000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000163785.14,RYK,1653,1732,1339,1883,1779,1891,1716,1762,2148,2212,1734,1759,1772,1740
ENSG00000231845.3,HMGB3P14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240006.2,LINC02004,1,2,3,7,0,7,4,2,2,1,1,1,5,1
ENSG00000260633.1,lncRNA*2350,0,6,1,5,5,5,7,4,0,1,8,2,3,1
ENSG00000214289.2,RPL39P5,0,0,0,0,0,0,2,0,0,2,1,0,0,0
ENSG00000114019.15,AMOTL2,3333,3171,2809,3146,3054,3190,3274,2866,3437,2943,2843,2519,2688,2706
ENSG00000248377.1,HMGN1P9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000214288.4,HMGB3P13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000129055.13,ANAPC13,365,416,272,648,411,450,480,394,469,490,654,499,447,377
ENSG00000182923.20,CEP63,118,137,91,194,118,119,162,145,142,127,213,101,110,96
ENSG00000288700.2,lncRNA*2351,0,0,0,0,0,0,0,0,1,1,1,0,1,0
ENSG00000249691.1,DPPA4P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000174611.12,KY,2,1,0,3,0,0,5,7,5,0,8,2,1,4
ENSG00000286982.1,lncRNA*2352,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000253087.1,RNU6-1174P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000201413.1,RNA5SP141,0,2,0,0,0,0,0,0,2,0,0,0,0,0
ENSG00000154928.19,EPHB1,1,1,0,0,0,0,1,3,7,0,2,0,0,2
ENSG00000240086.7,lncRNA*2353,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242222.1,SDHBP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241905.1,NDUFS6P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000073711.11,PPP2R3A,478,263,362,412,299,313,316,425,503,651,420,338,290,384
ENSG00000227267.3,DONSONP1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
ENSG00000273455.1,lncRNA*2354,0,0,0,0,0,0,0,3,0,1,0,2,2,0
ENSG00000174579.5,MSL2,426,478,351,820,594,664,495,608,860,646,897,532,555,392
ENSG00000241438.1,TDGF1P6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244740.1,RPL31P23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000114054.14,PCCB,878,820,540,923,784,823,953,1095,1208,921,1039,825,863,924
ENSG00000118007.13,STAG1,427,510,373,1014,732,731,581,687,810,737,968,776,732,438
ENSG00000200571.1,RNU6-1284P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244101.1,HMGN1P10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000252914.1,RNU6-789P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240695.1,DNAJC8P2,1,3,0,1,3,0,1,4,2,0,1,0,0,1
ENSG00000261758.1,STAG1-DT,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000286915.1,lncRNA*2355,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242968.1,SULT1D1P2,1,1,1,0,2,0,0,0,0,0,0,2,3,0
ENSG00000168917.9,SLC35G2,13,10,10,1,3,1,3,7,10,18,1,10,4,26
ENSG00000239213.7,NCK1-DT,64,89,36,100,39,57,70,73,88,43,104,71,73,67
ENSG00000273486.1,lncRNA*2356,34,45,20,51,29,51,42,52,53,23,53,37,38,41
ENSG00000158092.7,NCK1,973,852,533,1119,869,1007,947,856,957,998,902,945,896,1027
ENSG00000214283.4,RAD51AP1P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000174564.13,IL20RB,2223,2546,4051,3325,3592,3904,3059,4419,4827,6143,4685,4156,4488,2990
ENSG00000249407.1,IL20RB-AS1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000201325.1,RNA5SP142,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243886.1,MTCH2P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242070.1,NPM1P17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168875.3,SOX14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000239513.6,LINC01210,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261146.1,lncRNA*2357,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241478.1,HSPA8P9,6,4,3,5,8,7,6,6,6,3,8,3,6,4
ENSG00000066405.13,CLDN18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000272609.1,lncRNA*2358,0,0,0,0,0,0,1,1,2,0,0,0,0,0
ENSG00000158163.15,DZIP1L,4,191,1,0,5,6,177,251,281,5,5,4,6,9
ENSG00000240668.1,KRT8P36,12,3,2,5,1,0,7,7,12,0,7,0,0,9
ENSG00000118017.4,A4GNT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000286396.1,unprocessed_pseudogene*157,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000138231.14,DBR1,342,326,252,378,333,367,326,351,438,436,373,355,346,323
ENSG00000114098.18,ARMC8,600,548,437,791,640,666,539,534,723,745,678,538,572,516
ENSG00000181322.15,NME9,1,63,1,3,1,2,75,74,112,3,4,2,4,4
ENSG00000158186.13,MRAS,231,77,123,45,74,68,88,104,117,205,29,81,50,179
ENSG00000158220.14,ESYT3,4,5,3,5,7,0,2,9,4,1,0,3,1,11
ENSG00000280399.1,TEC*100,0,1,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000114107.9,CEP70,437,297,319,470,284,314,311,466,553,557,509,370,396,502
ENSG00000158234.13,FAIM,300,285,263,227,218,274,305,513,484,505,384,375,343,347
ENSG00000174715.7,PPIAP72,1,4,2,4,0,0,3,0,3,2,2,0,0,0
ENSG00000051382.9,PIK3CB,685,571,550,970,727,845,778,725,959,837,869,669,686,717
ENSG00000239207.2,GAPDHP39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242321.1,RPL23AP40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241429.1,EEF1A1P25,19,24,8,23,21,20,17,28,38,23,24,22,19,21
ENSG00000242244.1,ATP5MC1P3,0,0,0,0,0,0,4,0,0,0,0,0,0,0
ENSG00000244578.1,LINC01391,1,0,0,0,0,0,0,0,2,0,0,0,0,0
ENSG00000183770.7,FOXL2,27,7,22,5,11,17,13,5,9,31,4,14,1,32
ENSG00000206262.9,FOXL2NB,4,1,3,2,1,0,0,3,0,8,0,0,3,8
ENSG00000206260.4,PRR23A,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000175110.14,MRPS22,660,602,530,718,671,749,679,680,852,784,746,635,617,725
ENSG00000184814.5,PRR23B,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000233701.3,PRR23C,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251137.1,RPL7L1P7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000232416.3,BPESC1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000281473.1,PISRT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276304.1,misc_RNA*40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000286988.1,lncRNA*2359,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000272656.1,lncRNA*2360,2,6,1,3,4,3,4,3,1,1,3,3,2,3
ENSG00000184432.11,COPB2,5557,4378,3704,6045,4953,5563,5253,5685,7382,6341,5141,4741,5023,5089
ENSG00000283418.1,U6*8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000248932.8,COPB2-DT,23,51,12,76,17,17,59,48,40,38,56,7,8,20
ENSG00000114113.6,RBP2,1,0,0,0,0,2,0,0,1,0,0,0,1,2
ENSG00000248790.1,lncRNA*2361,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000178631.7,ACTG1P1,0,2,1,4,0,2,3,2,1,3,1,0,0,0
ENSG00000114115.10,RBP1,301,117,300,173,835,914,99,108,140,734,332,941,897,432
ENSG00000163864.18,NMNAT3,40,83,81,153,90,86,101,65,103,96,179,70,64,35
ENSG00000214280.3,DTWD1P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000201600.1,RN7SKP124,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244692.3,RN7SL724P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261763.1,lncRNA*2362,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250543.1,lncRNA*2363,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251471.1,lncRNA*2364,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250161.1,TRMT112P5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000158258.16,CLSTN2,8,3,3,0,1,1,6,0,2,6,0,0,3,13
ENSG00000249290.5,lncRNA*2365,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251058.1,lncRNA*2366,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000289632.1,lncRNA*2367,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250433.1,CLSTN2-AS1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000249305.1,processed_pseudogene*560,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000155890.4,TRIM42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261826.1,lncRNA*2368,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000224085.3,RPL23AP41,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000114120.14,SLC25A36,771,1228,834,1048,967,925,1302,1512,1767,1426,1234,868,768,945
ENSG00000248773.1,lncRNA*2369,0,2,1,1,0,3,3,0,0,3,0,0,1,0
ENSG00000175093.5,SPSB4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251270.1,lncRNA*2370,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000155893.13,PXYLP1,153,237,272,491,355,345,199,282,355,416,481,296,344,187
ENSG00000287155.1,lncRNA*2371,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241400.1,RPL31P21,0,0,0,0,0,0,0,0,2,0,0,0,0,0
ENSG00000249417.1,lncRNA*2372,2,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249540.1,PHF5AP7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000177311.12,ZBTB38,2197,1404,1766,2016,1664,1871,1659,2373,2453,3627,2157,1956,1917,2213
ENSG00000288585.1,lncRNA*2373,0,2,0,0,0,0,3,0,0,1,0,0,1,1
ENSG00000215606.4,KRT18P35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000155903.14,RASA2,338,307,293,336,381,430,331,317,341,543,358,294,274,270
ENSG00000250170.1,RASA2-IT1,1,0,1,0,0,0,0,0,0,1,0,0,1,0
ENSG00000249986.1,YWHAQP6,0,0,0,0,0,0,0,0,0,1,0,0,0,1
ENSG00000242104.5,LRRC78P,0,8,0,0,0,0,1,1,3,0,0,0,1,0
ENSG00000241899.1,TPT1P3,0,0,0,1,0,1,1,1,0,1,0,0,0,0
ENSG00000241526.1,processed_pseudogene*561,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000114125.14,RNF7,598,623,386,773,615,514,728,628,646,595,720,574,520,580
ENSG00000285558.1,protein_coding*98,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000114124.3,GRK7,0,1,1,4,1,1,0,0,0,2,6,1,1,0
ENSG00000286822.1,lncRNA*2374,0,0,0,0,0,1,1,0,0,0,1,0,0,0
ENSG00000228398.3,HMGN2P25,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000069849.11,ATP1B3,2375,3951,1350,8858,3108,3359,4665,3446,3442,2536,7831,3219,3682,2579
ENSG00000200389.1,RNU6-509P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244124.1,ATP1B3-AS1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279147.1,TEC*101,0,1,0,0,0,2,1,0,0,1,0,0,0,2
ENSG00000114126.18,TFDP2,943,878,570,1090,857,947,928,1151,1308,1117,1275,799,889,879
ENSG00000233597.3,RPL19P6,2,3,2,2,3,2,2,1,3,4,2,2,3,0
ENSG00000206604.1,RNU6-425P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000175066.16,GK5,472,653,412,872,568,584,728,601,613,772,774,526,475,526
ENSG00000114127.11,XRN1,567,543,520,914,769,823,648,669,814,915,771,678,674,560
ENSG00000251804.1,RNU6-1294P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000202125.1,RNU1-100P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000175054.16,ATR,633,589,413,822,670,629,684,583,784,818,606,566,553,662
ENSG00000242479.1,EIF2AK1P1,0,1,0,1,0,0,1,2,3,0,1,0,0,1
ENSG00000244327.1,lncRNA*2375,0,1,2,0,1,0,6,3,0,3,0,0,0,0
ENSG00000242390.1,RPL6P9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000252745.1,RNA5SP143,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000120756.13,PLS1,1160,1104,674,1754,1609,1751,1368,1367,1842,1120,1366,1415,1590,954
